Chemical_Substance,HF298 (kJ/mol),Uncertainty (kJ/mol),Coefficient_1 (High-temperature; T in Kelvin),Coefficient_2 (High-temperature; T in Kelvin),Coefficient_3 (High-temperature; T in Kelvin),Coefficient_4 (High-temperature; T in Kelvin),Coefficient_5 (High-temperature; T in Kelvin),Coefficient_6 (High-temperature; T in Kelvin),Coefficient_7 (High-temperature; T in Kelvin),Coefficient_1 (Low-temperature; T in Kelvin),Coefficient_2 (Low-temperature; T in Kelvin),Coefficient_3 (Low-temperature; T in Kelvin),Coefficient_4 (Low-temperature; T in Kelvin),Coefficient_5 (Low-temperature; T in Kelvin),Coefficient_6 (Low-temperature; T in Kelvin),Coefficient_7 (Low-temperature; T in Kelvin),Reference_Code,References,References_for_Additional_Information
C2H4O4,-820.94,NaN,0.12207371E 02,0.13688851E-01,-0.46840369E-05,0.70511663E-09,-0.38369285E-13,-0.10395938E 06,-0.35709808E 02,0.37692385E 01,0.27224716E-01,0.17238053E-05,-0.20776724E-07,0.99379949E-11,-0.10104988E 06,0.10505494E 02,L,CHAO & ZWOLINSKI .,No Additional Information Provided
C2H5,118.658,NaN,4.28800015E+00,1.24337439E-02,-4.41384130E-06,7.06527536E-10,-4.20342270E-14,1.20564209E+04,8.45299829E-01,4.30642051E+00,-4.18635208E-03,4.97137768E-05,-5.99121792E-08,2.30507301E-11,1.28416330E+04,4.70738797E+00,g,CHEN  RAUK & TSCHUIKOW-ROUX (1990),No Additional Information Provided
BrC2H5,-61.9,NaN,6.95002116E+00,1.28709161E-02,-4.60446763E-06,7.41067324E-10,-4.42632344E-14,-1.06394105E+04,-1.00517817E+01,3.62900361E+00,6.37387681E-03,3.97846545E-05,-5.78493445E-08,2.39750833E-11,-9.02251371E+03,1.07167737E+01,ATcT,BURCAT G3B3  SHIMANOUCHI  ATCT A,REF=CRC 2001
C2ClH5,-112.1,0.7 ,6.78002126E+00,1.30428275E-02,-4.67112679E-06,7.52363217E-10,-4.49618504E-14,-1.60514095E+04,-1.05370548E+01,3.57157429E+00,5.21386910E-03,4.33394889E-05,-6.16364154E-08,2.53706065E-11,-1.44179409E+04,9.89212969E+00,ATcT,BURCAT G3B3  SHIMANOUCHI  ATCT A,REF=MANION JPCRD 31;(2002);123.
C2FH5,-275.21, 4.91 ,6.18081698E+00,1.35890229E-02,-4.87040213E-06,7.84862029E-10,-4.69209214E-14,-3.61552597E+04,-7.96594699E+00,4.00577312E+00,-3.11043983E-04,5.57188865E-05,-7.28404563E-08,2.90642195E-11,-3.46425104E+04,7.92813391E+00,ATcT,BURCAT G3B3 CALC  SHIMANOUCHI  ATCT A,REF=ZACHARIAH; WESTMORELAND; BURGESS; TSANG & MELIUS JPC 100;(1996);8737-8747
C2H5I,-8.37,NaN,7.97461860E+00,1.28549646E-02,-4.59993101E-06,7.40450718E-10,-4.42307467E-14,-4.37826965E+03,-1.45972741E+01,2.63041302E+00,1.89595239E-02,1.17450857E-05,-3.10554440E-08,1.46462936E-11,-2.52381380E+03,1.49681231E+01,ATcT,BURCAT PM3 CALC  KASUYA J. PHYS. SOC JAP. 15 (1960) 296.  IR WEBBOOK;  FROM SHEPPARD JCP 17 (1949)  79-83.  ATCT A,REF=STULL WESTRUM SINKE 1969
C2H5NO2,-103.763,NaN,9.21849299E+00,1.62001532E-02,-5.98159944E-06,9.81277173E-10,-5.93455530E-14,-1.68676292E+04,-2.07232926E+01,3.37137598E+00,1.37914267E-02,3.84687528E-05,-6.02380553E-08,2.49654782E-11,-1.43330647E+04,1.40009494E+01,T,MELIUS DATABASE 1988 D74B,No Additional Information Provided
C2H5N3,63.784,NaN,8.45447539E+00,1.82737204E-02,-6.90153724E-06,1.13973210E-09,-6.90183206E-14,2.79139524E+04,-1.89068556E+01,3.12866430E+00,1.66008875E-02,3.04096708E-05,-4.97574008E-08,2.05155505E-11,3.02464801E+04,1.27193417E+01,A,BURCAT G3B3 CALC,REF=G2 CALC ROGERS & MCLAFFERTY JCP 103(18);(1995);8302
C2H5NO3,-154.975,NaN,1.21360953E+01,1.70091385E-02,-6.43739515E-06,1.07219880E-09,-6.54950920E-14,-2.41902070E+04,-3.71640527E+01,3.75721604E+00,1.93623098E-02,3.87534117E-05,-6.64089530E-08,2.82505579E-11,-2.08444383E+04,1.11813240E+01,T,MELIUS DATABASE 1988 P73BN  GRAY  PRATT & LARKIN J. CHEM. SOC (1956) 210,No Additional Information Provided
C2H5O,-55.815,3.5564 ,6.35842302E+00,1.24356276E-02,-4.33096839E-06,6.84530381E-10,-4.03713238E-14,-9.37900432E+03,-6.05106112E+00,4.22283250E+00,5.12174798E-03,3.48386522E-05,-4.91943637E-08,2.01183723E-11,-8.20503939E+03,8.01675700E+00,T,JANOSCHEK & ROSSI INT.J. CHEM. KINET 36 (2004) 661,REF=BOZZELLI ET AL JCP 105;(2001);9543 ; REF= BENSON.
C2ClH5O2,-212.966,NaN,1.15961106E+01,1.46988166E-02,-5.56315884E-06,9.24997440E-10,-5.64231971E-14,-3.06724523E+04,-3.20337220E+01,3.19878206E+00,2.50806853E-02,1.51506919E-05,-4.08074392E-08,1.89776224E-11,-2.77443750E+04,1.43864750E+01,T,LAY ET AL JPC 100 (1996) 8240,No Additional Information Provided
C2H5O2,-28.702,NaN,8.05957692E+00,1.52921019E-02,-5.54442603E-06,9.00496195E-10,-5.41302799E-14,-7.31028500E+03,-1.59992904E+01,5.21694144E+00,1.24160003E-04,6.15529492E-05,-7.94505636E-08,3.12101317E-11,-5.41455775E+03,4.22381533E+00,T,MELIUS MP4 A40 1988  ATKINSON ET. AL  JPCRD 28 (1999) 191,REF=MELIUS 1988]; [REF=NIST 1994 ESTIMATE
C2H6,-83.863,NaN,4.04666411E+00,1.53538802E-02,-5.47039485E-06,8.77826544E-10,-5.23167531E-14,-1.24473499E+04,-9.68698313E-01,4.29142572E+00,-5.50154901E-03,5.99438458E-05,-7.08466469E-08,2.68685836E-11,-1.15222056E+04,2.66678994E+00,g,CHAO WILHOIT & ZWOLINSKI JPCRD 2 (1973)  427,REF=ATCT A
C2H6N,156.58,NaN,6.97606586E+00,1.44632740E-02,-5.03598536E-06,7.95670852E-10,-4.69087405E-14,1.56142819E+04,-1.14299775E+01,3.14378173E+00,1.40061918E-02,2.35060038E-05,-4.17414861E-08,1.82376254E-11,1.71384932E+04,1.08365098E+01,A,JANOSCHEK & ROSSI INT. J. CHEM KIN. 36 (2004) ,No Additional Information Provided
C2H6N2,148.699,NaN,0.81902246E 01,0.15981115E-01,-0.53652748E-05,0.79098639E-09,-0.41925359E-13,0.13938773E 05,-0.18192831E 02,0.34860029E 01,0.18514410E-01,0.86240079E-05,-0.17172741E-07,0.61034997E-11,0.15975109E 05,0.92264036E 01,T,PAMIDIMUKKALA  ROGERS & SKINNER . .,No Additional Information Provided
C2H6N2O2,-4.8,NaN,1.24703937E+01,1.86034893E-02,-6.89301702E-06,1.13154966E-09,-6.84339128E-14,-6.24684007E+03,-3.95039089E+01,4.22510053E+00,2.24381715E-02,3.20605902E-05,-5.84889497E-08,2.50090693E-11,-3.01379947E+03,7.74519704E+00,T,DOROFEEVA & TOLMACH THERMOCHIM ACTA 240 (1994) 47-66 .,No Additional Information Provided
C2H6O,-234.95,NaN,0.65624365E+01,0.15204222E-01,-0.53896795E-05,0.86225011E-09,-0.51289787E-13,-0.31525621E+05,-0.94730202E+01,0.48586957E+01,-0.37401726E-02,0.69555378E-04,-0.88654796E-07,0.35168835E-10,-0.29996132E+05,0.48018545E+01,L,CHAO  HALL  MARSH & WILHOIT JPCRD 15 (1986) 1369.,REF=ATCT A
C2H6O2,-173.636,NaN,9.99511555E+00,1.47311626E-02,-5.30621235E-06,8.58442516E-10,-5.14814807E-14,-2.53850722E+04,-2.53504050E+01,4.37310002E+00,1.04422436E-02,4.63854723E-05,-7.02772770E-08,2.93034879E-11,-2.29362227E+04,8.30134323E+00,T,LAY ET AL JPC 100 (1996) 8240,No Additional Information Provided
C2H6S,-46.108,NaN,0.64687045E+01,0.16391622E-01,-0.60377275E-05,0.10524727E-08,-0.70286890E-13,-0.86436726E+04,-0.69816273E+01,0.21847425E+01,0.24139946E-01,-0.54359062E-05,-0.71826248E-08,0.40986272E-11,-0.72094881E+04,0.16264503E+02,T,NaN,No Additional Information Provided
C2H6S2,-24.142,NaN,0.91856110E+01,0.17160184E-01,-0.66808919E-05,0.12071229E-08,-0.82458844E-13,-0.69404925E+04,-0.17999496E+02,0.51094624E+01,0.20928434E-01,0.43660805E-05,-0.17144491E-07,0.75300808E-11,-0.53653977E+04,0.50798739E+01,T,NaN,No Additional Information Provided
C2H7N,-20.92,NaN,6.04266054E+00,1.81505461E-02,-6.40296907E-06,1.02080428E-09,-6.05674188E-14,-5.07188602E+03,-8.95081700E+00,4.84262853E+00,-2.23650748E-03,6.82702875E-05,-8.54283982E-08,3.33024641E-11,-3.62971842E+03,2.86477868E+00,A,BURCAT G3B3 CALC.,REF=COX & PILCHER 1970 ; REF=PEDLEY & REELANCE 1977 ; REF=NIST 94 V(3) SEE EAST & RADOM JCP106;(1997);6655
C2H7N2,168.197,8.368 ,7.94121637E+00,1.96086909E-02,-7.11650271E-06,1.15466458E-09,-6.93050294E-14,2.09691279E+04,-1.71912552E+01,3.09064932E+00,1.73629496E-02,3.01166251E-05,-4.98285239E-08,2.07770639E-11,2.31080463E+04,1.17272562E+01,A,G3B3 CALC.,REF=BOZZELLI & RITTER
C2H8N2,53.33,NaN,0.95884921E+01,0.20043079E-01,-0.71185025E-05,0.11401487E-08,-0.67870741E-13,0.18116417E+04,-0.25995709E+02,0.30395710E+01,0.22043065E-01,0.30487429E-04,-0.57055204E-07,0.25070487E-10,0.43464264E+04,0.11553546E+02,T,J.R. DURIG & W.C. HARRIS J. CHEM. PHYS. 51 (1969)  4457.,No Additional Information Provided
C2N,472.79,NaN,5.93219820E+00,1.57955995E-03,-6.12495852E-07,1.03897382E-10,-6.43334740E-15,7.92421706E+04,-6.60234593E+00,3.98662721E+00,5.23128299E-03,-6.00388565E-07,-3.37882585E-09,1.75803055E-12,7.98756324E+04,3.89919746E+00,ATcT,GURVICH 91  ATCT A,REF=GURVICH 91 ; REF=JANAF 70
C2NO,210.0,10.0 ,6.73206516E+00,3.16535587E-03,-1.21983158E-06,2.11386461E-10,-1.32957980E-14,2.29243121E+04,-6.22708465E+00,4.17831827E+00,1.30289906E-02,-1.93104852E-05,1.71821589E-08,-6.20330248E-12,2.35717677E+04,6.48584348E+00,g,DOROFEEVA ET AL JPCRD 30 (2001) 475. .,No Additional Information Provided
C2N2,309.1,0.8 ,6.70549520E+00,3.64271185E-03,-1.30939702E-06,2.16421413E-10,-1.31193815E-14,3.48824335E+04,-1.04803146E+01,2.32928126E+00,2.61540993E-02,-4.90009889E-05,4.61923035E-08,-1.64325831E-11,3.56900732E+04,9.86348075E+00,ATcT,ATCT A,REF=GURVICH 79
C2N2O4,152.0,NaN,1.49179250E+01,6.67809195E-03,-2.60703718E-06,4.39898434E-10,-2.70718721E-14,3.63490468E+04,-4.64070026E+01,3.67763481E+00,3.74702265E-02,-3.06683850E-05,7.87653935E-09,1.04579070E-12,3.94733196E+04,1.17296150E+01,A,BURCAT JPCRD  28 (1999) 63-130] ONE ROTOR ONLY.  BURCAT G3B3 CALC,REF=THERGAS
C2N6O12,179.0,5.9 ,4.21870612E+01,1.23800129E-02,-5.52306964E-06,1.00910711E-09,-6.53407906E-14,5.66970453E+03,-1.69918944E+02,1.06751275E+01,1.00230936E-01,-1.00773651E-04,5.18003948E-08,-1.19450365E-11,1.46844877E+04,-6.42835467E+00,T,OLGA DOROFEEVA UNPUBLISHED RESULTS 1999  PEPEKIN MIROSHICHENKO  LEBEDEV  ASPIN RUS J. PHYS. CHEM. ENG. TRANS. 42  (1968) 1583-1584,No Additional Information Provided
C2O,286.6,NaN,5.42468378E+00,1.85393945E-03,-5.17932956E-07,6.77646230E-11,-3.53315237E-15,3.31537194E+04,-3.69608405E+00,2.86278214E+00,1.19701204E-02,-1.80851222E-05,1.52777730E-08,-5.20063163E-12,3.37501779E+04,8.89759099E+00,g,JACOX 98  GURVICH 91,REF=JANAF
C2S2,376.66,NaN,7.55839728E+00,3.57346918E-03,-1.44439554E-06,2.47666128E-10,-1.53533628E-14,4.26904697E+04,-1.15835580E+01,2.93494482E+00,2.52355574E-02,-4.45369876E-05,4.04727658E-08,-1.41864967E-11,4.36250292E+04,1.03727472E+01,g,NaN,No Additional Information Provided
C3,839.96,NaN,0.48035776E+01,0.21451125E-02,-0.10729208E-05,0.26073528E-09,-0.20163197E-13,0.99396542E+05,0.38936985E+00,0.54328396E+01,-0.44675438E-02,0.14932148E-04,-0.14795314E-07,0.50142111E-11,0.99495722E+05,-0.15872071E+01,RUS,NaN,No Additional Information Provided
C3F,564.96,8. ,7.03171830E+00,2.90941364E-03,-1.10990795E-06,1.86328934E-10,-1.14568532E-14,6.54694442E+04,-8.15279504E+00,4.38610072E+00,1.00099976E-02,-9.11997924E-06,5.33167678E-09,-1.60169978E-12,6.62665052E+04,5.70938026E+00,A,BURCAT G3B3 CALC,REF=BAUSCHLICHER & RICCA JPC A 104;(2000); 4581.
C3F3,-134.432,NaN,1.12378484E+01,4.72022510E-03,-1.81319626E-06,3.05774873E-10,-1.88599788E-14,-2.02557682E+04,-2.73469146E+01,2.76396544E+00,3.57836163E-02,-5.06266174E-05,3.86565828E-08,-1.21457550E-11,-1.82047635E+04,1.47800354E+01,A,NaN,REF=BAUSCHLICHER RICCA JPC A 104 (2000);4581
C3F4,-553.711,NaN,1.31232153E+01,5.83382768E-03,-2.24315688E-06,3.78529136E-10,-2.33580739E-14,-7.14789913E+04,-3.76087467E+01,2.39178498E+00,4.14799223E-02,-4.99529342E-05,3.11694452E-08,-8.01916112E-12,-6.87659176E+04,1.64654537E+01,A,BURCAT G3B3 CALC,REF=BAUSCHLICHER & RICCA JPC A 104 (2000);4581
C3F6,-1157.05,NaN,1.87296098E+01,5.74055067E-03,-2.31302367E-06,4.01017749E-10,-2.51741915E-14,-1.46123551E+05,-6.59853551E+01,2.35781302E+00,5.80498289E-02,-6.67557556E-05,3.68109988E-08,-7.92990472E-12,-1.41947032E+05,1.68586208E+01,A,RUSCIC & BURCAT AS IN C2F6]  BURCAT G3B3 CALC,REF=PAPINA KOLESOV GOLOVANOVA RUSS JPC 61;(1987);1168 EXP SPECTRA=NIELSEN CLAASSEN & SMITH JCP;20; (1952);1916; REF=NIST 94
C3F7,-1390.803,NaN,2.05301132E+01,7.60062764E-03,-2.96491015E-06,5.04882378E-10,-3.13452721E-14,-1.69702083E+05,-7.19281430E+01,3.14241614E+00,6.03443070E-02,-6.17598017E-05,2.79379580E-08,-4.02551172E-12,-1.65147364E+05,1.66897624E+01,T,MELIUS DATABASE 1987 AB1W,REF=BAUCHLICHER & RICCA JPC A 104;(2000);4581-85
C3F8,-1760.12,NaN,0.23380508E+02,0.71509045E-02,-0.30004329E-05,0.55566723E-09,-0.37865981E-13,-0.22034342E+06,-0.89673706E+02,0.16732611E+01,0.72542284E-01,-0.70291850E-04,0.25054365E-07,-0.94876882E-12,-0.21484389E+06,0.20590469E+02,T,DOMALSKI & HEARING JPCRD 22 (1993)  P. 1065.,No Additional Information Provided
C3H,684.084,NaN,6.14184491E+00,3.39661013E-03,-1.21915444E-06,1.97782838E-10,-1.18312807E-14,8.44225753E+04,-6.44480148E+00,3.34917187E+00,1.65822626E-02,-2.77115653E-05,2.51382364E-08,-8.85285352E-12,8.49863168E+04,6.80362439E+00,A,BURCAT G3B3 CALC; VIBRATIONS FROM JACOX (WEBBOOK 2005) AND G3B3 CALC[]  DUFF & BAUER LOS ALAMOS REP 2556 1961; SPANGENBERG & BORGER Z.PHYS. CHEM (LEIPZIG) 255 (1974) 1;  ESTIMATED FROM C2H C4H AND C6H BY KIEFER ET AL COMB. SCI TECHNOL 82 (1992) 101,No Additional Information Provided
C3F7H,-1566.782,NaN,2.03195617E+01,1.04618873E-02,-3.99351610E-06,6.70976809E-10,-4.12886922E-14,-1.96070480E+05,-7.39087817E+01,3.19381844E+00,5.64358210E-02,-4.24435538E-05,6.01422805E-09,4.21730731E-12,-1.91302556E+05,1.47970140E+01,T,MELIUS DATABASE 1987 AB1V,REF=ZHANG JOC 63;(1998);3590-94
C3HN,351.456,NaN,7.44515032E+00,5.27107604E-03,-1.86735278E-06,2.98683734E-10,-1.77665376E-14,4.16450237E+04,-1.46187448E+01,5.87779106E-01,3.84323486E-02,-6.61566501E-05,5.72555769E-08,-1.89892637E-11,4.29066005E+04,1.74909167E+01,A,BURCAT G3B3 CALC,REF=ESTIMATED BY MACKIE & COLKET 22ND COMBUST SYMP 1990 ; REF=KNIGHT FREEMAN MCEWAN INT.J MASS. SPECT.ION PHYS. 67;(1985); 317 ; 4
C3H2,476.976,NaN,5.69445684E+00,6.53821901E-03,-2.35907266E-06,3.82037384E-10,-2.29227460E-14,5.49264274E+04,-6.96163733E+00,3.18167129E+00,-3.37611741E-04,3.95343765E-05,-5.49792422E-08,2.28335240E-11,5.61816758E+04,9.06482468E+00,T,WEBBOOK NIST2000 +[]VEREECKEN  ET AL JCP 108 (1998) 1068  KIEFER ET.AL. J. PHYS. CHEM 101  (1997)  4057,REF=MELIUS 1988 P60V]; [REF=PM3 RHF CALCULATION
C3F3H2,-377.48,NaN,1.25859962E+01,8.12317961E-03,-2.95982852E-06,4.80631726E-10,-2.89086264E-14,-4.99277916E+04,-3.65971752E+01,1.34293581E+00,4.37082126E-02,-4.41291023E-05,1.98066011E-08,-2.52757681E-12,-4.70859152E+04,2.02494155E+01,A,BURCAT G3B3 CALC,REF=LIU ET AL J. ORG. CHEM 63;(1998);3590
C3H2N,405.848,NaN,6.99670220E+00,7.50618110E-03,-2.68300369E-06,4.31684490E-10,-2.57821318E-14,5.04796219E+04,-1.01552187E+01,2.15324611E+00,2.06638717E-02,-1.33975241E-05,7.77214839E-10,2.02897347E-12,5.18184058E+04,1.48728946E+01,A,BURCAT G3B3 CALC,REF= MACKIE & COLKET 22ND COMBUST SYMP. 1990
C3H3,346.0,NaN,7.14221880E+00,7.61902005E-03,-2.67459950E-06,4.24914801E-10,-2.51475415E-14,3.89087427E+04,-1.25848435E+01,1.35110927E+00,3.27411223E-02,-4.73827135E-05,3.76309808E-08,-1.18540923E-11,4.01057783E+04,1.52058924E+01,T,KUMARAN ET.AL. ISRAEL J. CHEM  36  (1996) 223  TSANG  INT. J. CHEM. KINET 10 (1978) 687,No Additional Information Provided
C3ClH3,147.277,NaN,7.44950828E+00,1.02120055E-02,-3.65216636E-06,5.87697151E-10,-3.50986872E-14,1.91733144E+04,-1.20833043E+01,4.62329724E+00,1.34961392E-02,1.78124553E-06,-9.69193752E-09,4.35320141E-12,2.02385699E+04,3.76810011E+00,A,BURCAT G3B3 CALC,REF=NIST 94
C3F2H3,-224.44,NaN,1.20299701E+01,9.70691401E-03,-3.73228917E-06,6.22509253E-10,-3.79752625E-14,-3.17722163E+04,-3.50037599E+01,1.41349839E+00,4.11613237E-02,-3.70006458E-05,1.39241732E-08,-9.09220613E-13,-2.89446642E+04,1.92959205E+01,A,NICOLAIDES BORDEN JACS 114 (1992) 8682)  BURCAT G3B3 CALC,No Additional Information Provided
C3F3H3,-631.13,6. ,1.22166309E+01,1.11177411E-02,-4.07566929E-06,6.63454514E-10,-3.98729557E-14,-8.08780489E+04,-3.63340348E+01,1.56834820E+00,3.70715693E-02,-1.66534622E-05,-1.15669918E-08,9.46282072E-12,-7.78570098E+04,1.92579065E+01,A,BURCAT G3B3 CALC.,REF=KOLESOV MARTINOV SKURATOV ZH FIZ KHIM 41; (1967);913
C3H3I,261.5,NaN,8.77076155E+00,8.97879849E-03,-3.19709416E-06,5.13045142E-10,-3.05841243E-14,2.89209233E+04,-1.61953422E+01,1.77065981E+00,3.23171844E-02,-3.30028158E-05,1.72548900E-08,-3.30499156E-12,3.06564929E+04,1.89621093E+01,A,EVANS & NYQUIST SPECTROCHIM. ACTA 19 (1963) 1153 + SHIMANOUCHI  R. SIVARAMAKRISHNAN PRIV COM (AVERAGE OF 18 DFT CALC),REF=NIST 94
C3H3N,183.678,NaN,6.52096861E+00,1.05028771E-02,-3.73734374E-06,5.99498117E-10,-3.57283503E-14,1.92525453E+04,-9.59580896E+00,3.04396646E+00,1.05333467E-02,1.96574996E-05,-3.42001077E-08,1.48155667E-11,2.06456740E+04,1.05816246E+01,A,NaN,REF=MACKIE & COLKET 22ND COMBUSTION SYMP 1990
C3H3O,72.383,NaN,6.90703955E+00,1.02341927E-02,-3.65649593E-06,5.87914100E-10,-3.51359226E-14,7.62708561E+03,-7.29856114E+00,4.11237192E+00,5.05829116E-03,3.17832265E-05,-4.55489258E-08,1.86325507E-11,8.99713585E+03,1.01743843E+01,A,JANOSCHEK ROSSI INT J. CHEM KINET. 36 (2004) ,REF=MCMILLAN & GOLDEN ANN REV. PHYS. CHEM 33;(1982);493.
C3H4,185.21,0.69 ,0.60252400E+01,0.11336542E-01,-0.40223391E-05,0.64376063E-09,-0.38299635E-13,0.19620942E+05,-0.86043785E+01,0.26803869E+01,0.15799651E-01,0.25070596E-05,-0.13657623E-07,0.66154285E-11,0.20802374E+05,0.98769351E+01,T,SHIMANOUCHI  TRC(API,REF=ATCT A
C3ClH4,107.11,NaN,8.44848616E+00,1.13179396E-02,-3.99885260E-06,6.38428093E-10,-3.79250140E-14,1.29285877E+04,-1.62575139E+01,3.16995308E+00,1.57436972E-02,1.85511623E-05,-3.88261489E-08,1.77294125E-11,1.47902471E+04,1.32175604E+01,A,BURCAT G3B3 CALC,REF=WEISMAN & BENSON PROG ENERGY COMB. SCI 15;(1989);273
C3H4N,222.71,NaN,7.65917674E+00,1.21423335E-02,-4.32088899E-06,6.93007104E-10,-4.12936689E-14,2.34859398E+04,-1.34087027E+01,2.90886208E+00,2.10250151E-02,-3.11710857E-06,-1.06743259E-08,5.98989202E-12,2.50292497E+04,1.22020513E+01,A,EAST & RADOM JCP 106  (1997) 6655]  BURCAT G3B3 CALC.,No Additional Information Provided
C3H4N2,140.959,NaN,0.92025957E+01,0.14142668E-01,-0.51071395E-05,0.82778679E-09,-0.49706044E-13,0.12518192E+05,-0.26079671E+02,0.13020933E+01,0.11479286E-01,0.60444678E-04,-0.95013016E-07,0.40803163E-10,0.15689407E+05,0.20116256E+02,T,C. MELIUS DATABASE BACMP22,No Additional Information Provided
C3H4N4O6,109.704,4.184 ,2.22004023E+01,2.61448557E-02,-1.00734632E-05,1.69575778E-09,-1.04302158E-13,2.69785949E+03,-9.72924159E+01,-3.22895573E+00,6.02068540E-02,4.89990294E-05,-1.24714696E-07,5.86010192E-11,1.12669368E+04,4.22296092E+01,S,YU  ZHANG & BAUER  (THEOCHEM)15 (1998) 5846  WILCOX  ZHANG & BAUER (THEOCHEM)538 (2001) 67-72.,REF=POLITZER ET AL J. MOLEC STRUCT (THEOCHEM)338;(1995); 249.
C3H4O,-74.475,1.2552 ,7.31820729E+00,1.27398510E-02,-4.60112009E-06,7.44735077E-10,-4.46993049E-14,-1.16137229E+04,-1.11884734E+01,3.98487241E+00,3.40751550E-03,4.81227535E-05,-6.61399005E-08,2.67817331E-11,-9.83297241E+03,1.03960574E+01,A,BURCAT G3B3  SHIMANUCHI ,REF=NIST 94
C3H4O2,-326.051,NaN,1.04962923E+01,1.20559957E-02,-4.34149310E-06,6.99425892E-10,-4.18003976E-14,-4.37332461E+04,-2.75425657E+01,1.24227207E+00,3.00698605E-02,-1.48206586E-06,-2.42738150E-08,1.33121686E-11,-4.08667843E+04,2.19242842E+01,A,BAADEN  GRANGER & STRICH MOLEC. PHYS. 98 (200) 329-342]   V(3)  BURCAT G3B3 CALC .,No Additional Information Provided
C3H5,66.9,2.5 ,6.62512238E+00,1.36577057E-02,-4.90066661E-06,7.90436486E-10,-4.72860275E-14,3.03239999E+04,-1.31845240E+01,2.15143774E+00,3.80171682E-03,6.14538989E-05,-8.83383102E-08,3.70565687E-11,3.24689062E+04,1.48309194E+01,T,MELIUS H4  MCMILLEN & GOLDEN,REF=MELIUS H4
C3ClH5,-26.778,NaN,8.52439580E+00,1.39387683E-02,-4.94599494E-06,7.87953151E-10,-4.66709395E-14,-3.80684034E+03,-1.71514162E+01,3.46378742E+00,1.13302404E-02,4.01782107E-05,-6.44060622E-08,2.76922751E-11,-1.73265523E+03,1.26490551E+01,A,RUSCIC & BURCAT UNPUBLISHED] KCAL)  BURCAT G3B3 CALC,REF=WEISMANN & BENSON ESTIM. PROG.ENERGY COMBUST. SCI. 15;(1989);273
C3H5N,50.626,NaN,7.04418234E+00,1.53008159E-02,-5.44095595E-06,8.72156064E-10,-5.19455789E-14,3.05885503E+03,-1.15133490E+01,3.62429314E+00,1.26256761E-02,2.47719570E-05,-3.99054512E-08,1.66077777E-11,4.60780029E+03,9.10669692E+00,A,RUSCIC & BURCAT]  BURCAT G3B3 CALC.,REF=STUL WESTRUM & SINKE 1969 ; REF=NIST WEBBOOK
C3H5NO2,9.987,NaN,1.16044034E+01,1.73925254E-02,-6.55603780E-06,1.08945442E-09,-6.64543040E-14,-4.17082639E+03,-3.40158247E+01,3.65175571E+00,2.01896036E-02,3.27504513E-05,-5.72328212E-08,2.41049017E-11,-9.72583112E+02,1.18667163E+01,T,MELIUS DATABASE 1988 D85J,No Additional Information Provided
C3H5N3O9,-279.073,NaN,3.24464077E+01,2.44149769E-02,-9.67605267E-06,1.65298018E-09,-1.02555476E-13,-4.65896112E+04,-1.31431034E+02,5.70797625E+00,9.52017978E-02,-7.18228583E-05,1.66304815E-08,3.01835927E-12,-3.88975467E+04,7.78535957E+00,T,BURCAT  JPCRD 29 (1999)63-130  MIROSHNICHENKO ET AL  BUL ACAD. SCI. USSR  CHEM SCI. (1988) 1778.,No Additional Information Provided
C3H5O,-46.86,NaN,6.52325448E+00,1.54211952E-02,-5.50898157E-06,8.85889862E-10,-5.28846399E-14,-7.19631634E+03,-5.19862218E+00,6.25722402E+00,-9.17612184E-03,7.61190493E-05,-9.05514997E-08,3.46198215E-11,-5.91616484E+03,2.23330599E+00,A,JANOSCHEK & ROSSI  INT JCK 36 (2004) ,REF=THERM ; REF=NIST 94
C3H6,20.235,0.41 ,6.03870234E+00,1.62963931E-02,-5.82130800E-06,9.35936829E-10,-5.58603143E-14,-7.41715057E+02,-8.43825992E+00,3.83464468E+00,3.29078952E-03,5.05228001E-05,-6.66251176E-08,2.63707473E-11,7.88717123E+02,7.53408013E+00,g,CHAO & ZWOLINSKI JPCRD 4 (1975) 251  TRC(API,REF=ATCT A
C3H6N2O2,114.14,NaN,1.28386051E+01,2.27540814E-02,-8.59766661E-06,1.42856214E-09,-8.70663456E-14,7.35548462E+03,-4.36199680E+01,4.36363512E+00,7.73075634E-03,9.68585080E-05,-1.36307741E-07,5.56913572E-11,1.14684500E+04,9.18578377E+00,T,MELIUS DATABASE 1988 D90A,No Additional Information Provided
C3H6N6O6,192.004,NaN,3.27884812E+01,2.84393334E-02,-1.11821531E-05,1.88280824E-09,-1.15260232E-13,9.54327013E+03,-1.42802148E+02,1.46580269E+00,1.05297168E-01,-5.23365036E-05,-2.70780427E-08,2.44647856E-11,1.84793520E+04,2.07951964E+01,T,WU & FRIED J CHEM PHYS 101 (1997) 8675  PEPEKIN ET AL  BULL ACAD SCI USSR CHEM SCI (1974) 1707,No Additional Information Provided
